	ResponseId	MainBranch	Employment	Country	US_State	UK_Country	EdLevel	Age1stCode	LearnCode	YearsCode	YearsCodePro	DevType	OrgSize	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSys	NEWStuck	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	NEWOtherComms	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	SurveyLength	SurveyEase	ConvertedCompYearly
23762	23763	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Colleague	8	3	Developer, full-stack;Developer, back-end	1,000 to 4,999 employees	"PKR	Pakistani rupee"			C#;C++;HTML/CSS;JavaScript;Node.js;SQL	HTML/CSS;JavaScript;Node.js;SQL	DynamoDB;Microsoft SQL Server;MySQL;SQLite	DynamoDB;MongoDB;MySQL;SQLite	AWS;Google Cloud Platform	AWS;Google Cloud Platform	Angular.js;ASP.NET;ASP.NET Core ;Express;React.js	Angular.js;React.js	.NET Core / .NET 5		Unity 3D		Notepad++;Visual Studio;Visual Studio Code	Notepad++;Visual Studio;Visual Studio Code	Windows	Call a coworker or friend;Visit Stack Overflow;Google it	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian			Appropriate in length	Easy	
23800	23801	I am not primarily a developer, but I write code sometimes as part of my work	Employed full-time	Pakistan			Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	35 - 44 years	Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media	3	10	Other (please specify):;Data scientist or machine learning specialist;Engineering manager;Product manager	500 to 999 employees	"PKR	Pakistani rupee"	100000.0	Monthly	Bash/Shell;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;SQL;VBA	Dart;Erlang;Go;PHP	Microsoft SQL Server;MySQL;Oracle;Redis;SQLite	Cassandra;DynamoDB;Elasticsearch	AWS;Heroku	DigitalOcean;Google Cloud Platform;Microsoft Azure	ASP.NET;ASP.NET Core ;Express;Symfony	Angular;Angular.js	.NET Framework;.NET Core / .NET 5	Hadoop	Docker;Git;Xamarin	Ansible;Chef;Unity 3D	Android Studio;Notepad++;PHPStorm;PyCharm;Sublime Text;Visual Studio	Sublime Text;Visual Studio;Visual Studio Code;Webstorm;Xcode	Windows	Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Neutral	Yes	35-44 years old	Man	No					Too long	Easy	7788.0
23861	23862	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media	6	2	Developer, full-stack	10 to 19 employees	"PKR	Pakistani rupee"		Monthly	HTML/CSS;JavaScript;Node.js;SQL;TypeScript	Java;Python	DynamoDB;Firebase;MongoDB;MySQL	Couchbase;IBM DB2;Oracle;PostgreSQL;SQLite	AWS;Google Cloud Platform;Heroku	AWS;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure	Express;jQuery;React.js						Visual Studio Code		Windows	Google it	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Neutral	No	18-24 years old	Man	No	Prefer not to say	South Asian	None of the above	Prefer not to say	Too long	Neither easy nor difficult	
24058	24059	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague	5	3	Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, embedded applications or devices	1,000 to 4,999 employees	"PKR	Pakistani rupee"		Monthly	Go;Java;JavaScript;Node.js;SQL	Go;Java;JavaScript;Node.js;SQL	IBM DB2;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis	DynamoDB;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis	AWS;Google Cloud Platform;Microsoft Azure	AWS;Google Cloud Platform;Microsoft Azure	Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;React.js;Spring	Angular;Angular.js;ASP.NET Core ;Django;FastAPI;Gatsby;React.js;Spring;Vue.js	.NET Core / .NET 5;Cordova;Flutter;React Native	React Native	Git;Yarn	Deno;Git;Kubernetes;Yarn	Android Studio;Notepad++;Visual Studio	Visual Studio;Visual Studio Code	Windows	Call a coworker or friend;Visit Stack Overflow;Google it	Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	Multiple times per day	Yes	Less than once per month or monthly	Yes, definitely	Yes	25-34 years old	Man	No	Straight / Heterosexual	I don't know;East Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	
24205	24206	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media	4	3	Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;DevOps specialist	100 to 499 employees	"PKR	Pakistani rupee"	75000.0	Monthly	C#;HTML/CSS;JavaScript;Node.js;PHP;SQL	Go;JavaScript;Node.js;Python	Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite	Elasticsearch;MariaDB;MySQL;Redis	AWS;DigitalOcean;Google Cloud Platform;Heroku	AWS;Google Cloud Platform	Express;jQuery;Laravel	Express;Gatsby;Laravel;React.js;Vue.js	.NET Framework		Git	Git	Android Studio;Visual Studio Code	Visual Studio Code	Linux-based	Visit Stack Overflow;Go for a walk or other physical activity;Google it	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per month or weekly	Yes, definitely	Yes	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	5832.0
24225	24226	I am a student who is learning to code	Student, full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification	Less than 1 year							Assembly;C++;HTML/CSS;JavaScript;PHP;Python;SQL	C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL	Microsoft SQL Server;MySQL	Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle			jQuery	Angular.js;Django;jQuery;Laravel;React.js;Vue.js	Apache Spark	Apache Spark;Flutter	Git	Docker;Git;Unity 3D;Unreal Engine	Visual Studio Code	Atom;Sublime Text;Visual Studio Code	Windows	Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos	Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	A few times per week	No		Yes, definitely	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	
24272	24273	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Books / Physical media	5	1	Other (please specify):	2 to 9 employees	"PKR	Pakistani rupee"	210000.0	Monthly	C++;Java;Python	C++;Clojure;Go;Haskell;Rust	Redis				Angular;jQuery;Spring		NumPy;Pandas		Docker;Git	Docker;Git	IntelliJ;IPython/Jupyter;Notepad++;Visual Studio Code	Notepad++;Visual Studio Code	Linux-based	Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later	Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	16344.0
24335	24336	I am a developer by profession	Employed full-time	Pakistan				11 - 17 years	Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media			Developer, front-end;Designer;Educator	Just me - I am a freelancer, sole proprietor, etc.	"USD	United States dollar"			Dart;HTML/CSS;JavaScript;PHP	Dart;HTML/CSS;JavaScript;Rust	Firebase;MySQL;PostgreSQL;SQLite	Firebase	AWS		Angular;Django;Express;FastAPI;Flask;Laravel;React.js;Vue.js	Angular;Django;Express;FastAPI;Flask;Laravel;React.js;Vue.js	Flutter;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch	Flutter;React Native	Git	Docker;Git			Windows	Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic	Stack Overflow	A few times per month or weekly	Yes	Less than once per month or monthly	No, not at all	No	Prefer not to say	Prefer not to say	Prefer not to say	Prefer not to say	Prefer not to say	Prefer not to say	None of the above	Appropriate in length	Easy	
24571	24572	I am a developer by profession	Employed full-time	Pakistan			Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc)	7	3	Developer, mobile	10,000 or more employees	"PKR	Pakistani rupee"	80000.0	Monthly	C++;HTML/CSS;Java;SQL	Java;Kotlin;SQL	Firebase;MySQL;Oracle;SQLite						Pandas	Flutter	Git		Android Studio;Notepad++;PyCharm		Windows	Visit Stack Overflow;Google it	Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	Daily or almost daily	Yes	A few times per week	Yes, definitely	No	25-34 years old	Man	No	Straight / Heterosexual	Middle Eastern	None of the above	None of the above	Appropriate in length	Easy	6228.0
24628	24629	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Coding Bootcamp;Colleague;Books / Physical media	5	2	Developer, full-stack	20 to 99 employees	"PKR	Pakistani rupee"		Monthly	Assembly;C++;HTML/CSS;JavaScript;Node.js;Python;Ruby	HTML/CSS;JavaScript;Node.js;Python;Ruby	MongoDB;MySQL;PostgreSQL;SQLite	MongoDB;MySQL;PostgreSQL;SQLite	AWS	AWS	Django;React.js;Ruby on Rails	Django;React.js;Ruby on Rails			Git;Yarn	Git;Yarn	PyCharm;Visual Studio;Visual Studio Code	PyCharm;Visual Studio;Visual Studio Code	MacOS	Visit Stack Overflow;Visit another developer community (please name):	Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	Daily or almost daily	Yes	A few times per month or weekly	Yes, definitely	Yes	18-24 years old	Man	No		Or, in your own words:		None of the above	Too long	Neither easy nor difficult	
24662	24663	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Other (please specify):	6	3	Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Developer, back-end;Database administrator;Data or business analyst	Just me - I am a freelancer, sole proprietor, etc.	"PKR	Pakistani rupee"		Monthly	C++;HTML/CSS;Java;JavaScript;Python;SQL	Elixir;Go;HTML/CSS;JavaScript;Node.js;PowerShell;Python;Ruby;SQL;TypeScript	Firebase;MongoDB;MySQL;SQLite	Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;IBM DB2;MariaDB;MongoDB;PostgreSQL;Redis	AWS;DigitalOcean;Google Cloud Platform;Heroku	AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure	Django;FastAPI;Flask	Django;FastAPI;Flask;Gatsby;React.js;Ruby on Rails	NumPy;Pandas	Apache Spark;Hadoop;NumPy;Pandas;TensorFlow;Torch/PyTorch	Git	Ansible;Deno;Docker;Git;Kubernetes	Android Studio;Atom;Eclipse;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code	IPython/Jupyter;RStudio;Visual Studio Code;Xcode	Windows	Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Other (please specify):	Stack Overflow	A few times per week	Yes	A few times per month or weekly	Yes, definitely	Yes	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	I have an anxiety disorder	Appropriate in length	Easy	
24725	24726	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	School;Online Forum;Friend or family member	5	1	Developer, full-stack	2 to 9 employees	"PKR	Pakistani rupee"	50000.0	Monthly	HTML/CSS;JavaScript;Node.js;SQL	HTML/CSS;Java;JavaScript;Node.js;SQL	PostgreSQL	PostgreSQL	AWS	AWS	Vue.js	Vue.js					Eclipse;Sublime Text;Visual Studio Code		Linux-based	Call a coworker or friend;Visit Stack Overflow;Google it	Stack Overflow	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	No	18-24 years old	Man	No		I don't know	None of the above	Prefer not to say		Neither easy nor difficult	3888.0
24738	24739	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media	5	1	Developer, front-end;Developer, full-stack;Developer, back-end	10 to 19 employees	"PKR	Pakistani rupee"			Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;Python;Ruby;SQL;TypeScript		Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite		AWS;DigitalOcean;Heroku		Angular;Angular.js;Gatsby;jQuery;React.js;Ruby on Rails	Angular;Angular.js;Gatsby;jQuery;React.js;Ruby on Rails	NumPy;Pandas;React Native	NumPy;Pandas;React Native	Git;Yarn	Git;Yarn	Android Studio;Visual Studio Code	Android Studio;Visual Studio Code	Linux-based	Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	Yes, somewhat	Yes	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	
24752	24753	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	25 - 34 years	School;Online Courses or Certification;Books / Physical media	7	3	Developer, back-end	20 to 99 employees	"PKR	Pakistani rupee"	170000.0	Monthly	Java;SQL	C++;Java;Python;SQL	Microsoft SQL Server	Microsoft SQL Server	Microsoft Azure		Spring	Spring					Eclipse;IntelliJ	IntelliJ	Windows	Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos	Stack Overflow	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	Yes	25-34 years old	Woman	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	13224.0
24753	24754	I am a student who is learning to code	Student, full-time	Pakistan			Something else	18 - 24 years	Other (please specify):	Less than 1 year							C;C++												Visual Studio Code	Visual Studio;Webstorm	Windows	Visit Stack Overflow;Visit another developer community (please name):;Other (please specify):	Stack Overflow	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	No	18-24 years old	Man	No	Prefer not to say	South Asian;Or, in your own words:	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	
24757	24758	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification	5	2	Developer, full-stack	2 to 9 employees	"PKR	Pakistani rupee"	65000.0	Monthly	C;C#;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript	C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript	Firebase;Microsoft SQL Server;Oracle;PostgreSQL;SQLite	Elasticsearch;Firebase;Microsoft SQL Server;Oracle	AWS;Microsoft Azure	AWS;Google Cloud Platform;Heroku;Microsoft Azure;Oracle Cloud Infrastructure	Angular;ASP.NET Core ;Django	Angular;ASP.NET Core ;Django;React.js;Spring;Vue.js	.NET Framework;.NET Core / .NET 5	.NET Core / .NET 5;React Native;TensorFlow	Git;Unity 3D	Docker;Git	Android Studio;IntelliJ;Notepad++;Visual Studio;Visual Studio Code	Android Studio;IntelliJ;Visual Studio;Visual Studio Code	Windows	Visit Stack Overflow;Google it;Do other work and come back later;Play games	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per week	Yes, somewhat	Yes	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	5064.0
24761	24762	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	School	7	6	Developer, mobile	20 to 99 employees	"PKR	Pakistani rupee"	80000.0	Monthly	C;C#;C++;Dart;Java;Kotlin;Python;SQL		DynamoDB;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite		AWS;Google Cloud Platform		ASP.NET		Flutter		Git		Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode		MacOS	Visit Stack Overflow;Google it;Do other work and come back later	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	Yes	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	6228.0
24783	24784	I am a student who is learning to code	Student, full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague	4							C;HTML/CSS;JavaScript;Python;SQL;TypeScript	C;Go;Rust;SQL	Firebase;MySQL;Oracle;SQLite	Firebase;MongoDB;Oracle	DigitalOcean;Heroku	AWS;IBM Cloud or Watson;Microsoft Azure	Django;Flask;Gatsby;React.js;Vue.js	Gatsby;React.js;Vue.js	Keras;NumPy;Pandas;TensorFlow	Keras;NumPy;Pandas;TensorFlow	Git;Yarn	Docker;Git;Kubernetes;Yarn	Visual Studio Code	Visual Studio Code	Linux-based	Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, definitely	Yes	18-24 years old	Woman	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	
